Price Hub,Trade Date,Delivery Start Date,Delivery End Date, High Price $/MWh , Low Price $/MWh , Wtd Avg Price $/MWh , Change , Daily Volume MWh ,Number of Trades,Number of Counterparties,
Indiana,19-Mar-10,22-Mar-10,22-Mar-10,34.75,34.4,34.61,2.94,15 200,17,12,
Indiana,22-Mar-10,23-Mar-10,23-Mar-10,34,32.25,33.31,-1.3,16 000,20,15,
Indiana,23-Mar-10,24-Mar-10,24-Mar-10,35,32.75,33.88,0.57,46 400,57,30,
Indiana,24-Mar-10,25-Mar-10,25-Mar-10,34.2,33,33.67,-0.21,39 200,48,29,
Indiana,25-Mar-10,26-Mar-10,26-Mar-10,35.5,34.5,34.99,1.32,33 600,41,30,
Indiana,26-Mar-10,29-Mar-10,29-Mar-10,35,34.4,34.67,-0.32,21 600,25,17,
Indiana,29-Mar-10,30-Mar-10,30-Mar-10,33.85,33,33.42,-1.25,25 600,31,21,
Indiana,30-Mar-10,31-Mar-10,31-Mar-10,32.75,31.75,32.22,-1.2,38 400,46,25,
Indiana,31-Mar-10,1-Apr-10,1-Apr-10,31,30,30.42,-1.8,31 200,35,20,
Indiana,1-Apr-10,2-Apr-10,2-Apr-10,28.5,26.75,27.43,-2.99,22 400,28,21,
Indiana,2-Apr-10,5-Apr-10,5-Apr-10,33.25,32,32.6,5.17,4 000,5,4,
Indiana,5-Apr-10,6-Apr-10,6-Apr-10,37.25,35.25,36.59,3.99,20 800,26,19,
Indiana,6-Apr-10,7-Apr-10,7-Apr-10,37.5,34,36.27,-0.32,32 800,37,24,
Indiana,7-Apr-10,8-Apr-10,8-Apr-10,35.15,34.25,34.61,-1.66,22 400,27,22,
Indiana,8-Apr-10,9-Apr-10,9-Apr-10,32.5,31.5,31.84,-2.77,14 400,18,14,
Indiana,9-Apr-10,12-Apr-10,12-Apr-10,32.5,32,32.23,0.39,28 800,35,16,
Indiana,12-Apr-10,13-Apr-10,13-Apr-10,36.25,34.5,35.32,3.09,35 200,44,26,
Indiana,13-Apr-10,14-Apr-10,14-Apr-10,37.25,36,36.53,1.21,24 000,30,21,
Indiana,14-Apr-10,15-Apr-10,15-Apr-10,43.5,40,42.34,5.81,68 000,84,36,
Indiana,15-Apr-10,16-Apr-10,16-Apr-10,37,35,36.48,-5.86,36 800,41,22,
Indiana,16-Apr-10,19-Apr-10,19-Apr-10,37,35,36.11,-0.37,26 400,32,22,
Indiana,19-Apr-10,20-Apr-10,20-Apr-10,37,35.5,36.09,-0.02,23 200,29,19,
Indiana,20-Apr-10,21-Apr-10,21-Apr-10,37,35.75,36.22,0.13,28 800,36,18,
Indiana,21-Apr-10,22-Apr-10,22-Apr-10,37.25,35.75,36.56,0.34,28 800,36,20,
Indiana,22-Apr-10,23-Apr-10,23-Apr-10,37.5,36.5,37.06,0.5,54 400,67,24,
Indiana,23-Apr-10,26-Apr-10,26-Apr-10,37,35,36.36,-0.7,27 200,33,18,
Indiana,26-Apr-10,27-Apr-10,27-Apr-10,35.6,34.75,35.18,-1.18,27 200,33,18,
Indiana,27-Apr-10,28-Apr-10,28-Apr-10,34.5,33,33.32,-1.86,35 200,42,19,
Indiana,28-Apr-10,29-Apr-10,29-Apr-10,33.25,31.75,32.42,-0.9,31 200,38,20,
Indiana,29-Apr-10,30-Apr-10,30-Apr-10,35.5,34,35.03,2.61,34 400,42,24,
Indiana,30-Apr-10,3-May-10,3-May-10,37.25,36,36.48,1.45,20 800,23,16,
Indiana,3-May-10,4-May-10,4-May-10,40.25,38.5,39.47,2.99,31 200,38,21,
Indiana,4-May-10,5-May-10,5-May-10,41.3,39,39.92,0.45,30 400,38,25,
Indiana,5-May-10,6-May-10,6-May-10,37,35.5,36.27,-3.65,40 800,50,26,
Indiana,6-May-10,7-May-10,7-May-10,37.5,36.5,37.15,0.88,34 400,43,22,
Indiana,7-May-10,10-May-10,10-May-10,35,33.5,34.12,-3.03,22 400,24,15,
Indiana,10-May-10,11-May-10,11-May-10,32.25,31.25,31.78,-2.34,17 600,21,19,
Indiana,11-May-10,12-May-10,12-May-10,36.2,34.5,35.36,3.58,24 000,30,20,
Indiana,12-May-10,13-May-10,13-May-10,40.5,39,40.02,4.66,40 800,51,22,
Indiana,13-May-10,14-May-10,14-May-10,37.25,36.5,37.01,-3.01,6 400,8,11,
Indiana,14-May-10,17-May-10,17-May-10,35.25,34.5,34.81,-2.2,8 000,10,10,
Indiana,17-May-10,18-May-10,18-May-10,37.5,36.25,36.66,1.85,16 000,20,16,
Indiana,18-May-10,19-May-10,19-May-10,37,35,36.04,-0.62,33 600,42,24,
Indiana,19-May-10,20-May-10,20-May-10,35.55,34.6,35.25,-0.79,48 800,59,23,
Indiana,20-May-10,21-May-10,21-May-10,36,34.85,35.47,0.22,10 400,13,14,
Indiana,21-May-10,24-May-10,24-May-10,49,47.5,48.19,12.72,26 400,31,21,
Indiana,24-May-10,25-May-10,25-May-10,52,48,50.13,1.94,47 200,56,27,
Indiana,25-May-10,26-May-10,26-May-10,52.5,50,51.68,1.55,40 800,49,27,
Indiana,26-May-10,27-May-10,27-May-10,49,46.75,47.75,-3.93,29 600,36,24,
Indiana,27-May-10,28-May-10,28-May-10,39.5,37.25,38.85,-8.9,19 200,24,22,
Indiana,28-May-10,1-Jun-10,1-Jun-10,41.25,40,40.65,1.8,12 800,16,15,
Indiana,1-Jun-10,2-Jun-10,2-Jun-10,50.5,47,49.71,9.06,28 800,34,22,
Indiana,2-Jun-10,3-Jun-10,3-Jun-10,45.75,43.75,44.89,-4.82,20 000,24,20,
Indiana,3-Jun-10,4-Jun-10,4-Jun-10,43.5,42.25,42.87,-2.02,17 600,22,19,
Indiana,4-Jun-10,7-Jun-10,7-Jun-10,40,39,39.26,-3.61,15 200,19,13,
Indiana,7-Jun-10,8-Jun-10,8-Jun-10,38.75,34,35.54,-3.72,38 400,46,28,
Indiana,8-Jun-10,9-Jun-10,9-Jun-10,44.5,40.5,41.77,6.23,16 800,21,15,
Indiana,9-Jun-10,10-Jun-10,10-Jun-10,43.75,42.5,42.93,1.16,15 200,18,16,
Indiana,10-Jun-10,11-Jun-10,11-Jun-10,51.25,48,49.57,6.64,16 800,21,17,
Indiana,11-Jun-10,14-Jun-10,14-Jun-10,49,47.75,48.42,-1.15,19 200,22,15,
Indiana,14-Jun-10,15-Jun-10,15-Jun-10,47.05,45.5,46.06,-2.36,18 400,22,19,
Indiana,15-Jun-10,16-Jun-10,16-Jun-10,51.5,49.25,50.58,4.52,12 800,16,16,
Indiana,16-Jun-10,17-Jun-10,17-Jun-10,54.25,52.2,53.18,2.6,12 800,16,18,
Indiana,17-Jun-10,18-Jun-10,18-Jun-10,52.5,51.5,52.05,-1.13,24 800,31,21,
Indiana,18-Jun-10,21-Jun-10,21-Jun-10,57,56.25,56.43,4.38,8 800,9,11,
Indiana,21-Jun-10,22-Jun-10,22-Jun-10,65,61.5,63.01,6.58,16 800,21,19,
Indiana,22-Jun-10,23-Jun-10,23-Jun-10,63.5,62.25,62.86,-0.15,24 000,28,22,
Indiana,23-Jun-10,24-Jun-10,24-Jun-10,56.5,55,55.68,-7.18,30 400,38,24,
Indiana,24-Jun-10,25-Jun-10,25-Jun-10,53.5,50,51.6,-4.08,38 400,46,24,
Indiana,25-Jun-10,28-Jun-10,28-Jun-10,54,52,53.07,1.47,12 800,16,16,
Indiana,28-Jun-10,29-Jun-10,29-Jun-10,43,40,41.33,-11.74,30 400,34,22,
Indiana,29-Jun-10,30-Jun-10,30-Jun-10,36.5,34,35.05,-6.28,19 200,24,16,
Indiana,30-Jun-10,1-Jul-10,1-Jul-10,35,33.75,34.2,-0.85,28 000,34,27,
Indiana,1-Jul-10,2-Jul-10,2-Jul-10,35.05,34.25,34.69,0.49,20 000,24,18,
Indiana,2-Jul-10,6-Jul-10,6-Jul-10,60,59,59.74,25.05,16 000,20,17,
Indiana,6-Jul-10,7-Jul-10,7-Jul-10,70,65,67.74,8,32 000,38,24,
Indiana,7-Jul-10,8-Jul-10,8-Jul-10,63,59.5,61,-6.74,25 600,32,22,
Indiana,8-Jul-10,9-Jul-10,9-Jul-10,47.5,46,46.89,-14.11,24 000,28,20,
Indiana,9-Jul-10,12-Jul-10,12-Jul-10,49,48,48.39,1.5,18 400,21,13,
Indiana,12-Jul-10,13-Jul-10,13-Jul-10,47.75,46,46.71,-1.68,27 200,32,22,
Indiana,13-Jul-10,14-Jul-10,14-Jul-10,57.75,56.5,57.14,10.43,32 000,35,26,
Indiana,14-Jul-10,15-Jul-10,15-Jul-10,65.2,60,62.27,5.13,43 200,53,34,
Indiana,15-Jul-10,16-Jul-10,16-Jul-10,62,59.25,60.32,-1.95,18 400,23,15,
Indiana,16-Jul-10,19-Jul-10,19-Jul-10,59,58,58.36,-1.96,23 200,26,13,
Indiana,19-Jul-10,20-Jul-10,20-Jul-10,53,49.5,50.96,-7.4,35 200,43,20,
Indiana,20-Jul-10,21-Jul-10,21-Jul-10,53.5,52,52.72,1.76,28 800,35,19,
Indiana,21-Jul-10,22-Jul-10,22-Jul-10,63,58.25,61.56,8.84,24 800,30,22,
Indiana,22-Jul-10,23-Jul-10,23-Jul-10,69,66,67.48,5.92,13 600,17,19,
Indiana,23-Jul-10,26-Jul-10,26-Jul-10,53.25,50,51.74,-15.74,33 600,34,22,
Indiana,26-Jul-10,27-Jul-10,27-Jul-10,54.95,53.5,53.95,2.21,29 600,36,21,
Indiana,27-Jul-10,28-Jul-10,28-Jul-10,67.75,59,63.2,9.25,40 000,50,29,
Indiana,28-Jul-10,29-Jul-10,29-Jul-10,57,53.75,55.61,-7.59,29 600,36,24,
Indiana,29-Jul-10,30-Jul-10,30-Jul-10,49,47.5,48.08,-7.53,24 000,25,16,
Indiana,30-Jul-10,2-Aug-10,2-Aug-10,62.5,59,60.43,12.35,46 400,52,29,
Indiana,2-Aug-10,3-Aug-10,3-Aug-10,66,63.25,64.22,3.79,22 400,23,26,
Indiana,3-Aug-10,4-Aug-10,4-Aug-10,68.25,66,67.02,2.8,50 400,63,31,
Indiana,4-Aug-10,5-Aug-10,5-Aug-10,64,60,62.26,-4.76,32 800,36,26,
Indiana,5-Aug-10,6-Aug-10,6-Aug-10,48,46.5,47.15,-15.11,20 800,25,19,
Indiana,6-Aug-10,9-Aug-10,9-Aug-10,64,62.5,63.34,16.19,16 800,20,17,
Indiana,9-Aug-10,10-Aug-10,10-Aug-10,66,64,65.32,1.98,16 800,20,17,
Indiana,10-Aug-10,11-Aug-10,11-Aug-10,65,63.75,64.36,-0.96,37 600,44,23,
Indiana,11-Aug-10,12-Aug-10,12-Aug-10,68,65.9,66.78,2.42,40 000,47,26,
Indiana,12-Aug-10,13-Aug-10,13-Aug-10,65.25,62.5,63.71,-3.07,30 400,38,23,
Indiana,13-Aug-10,16-Aug-10,16-Aug-10,48.5,47.5,47.99,-15.72,25 600,32,21,
Indiana,16-Aug-10,17-Aug-10,17-Aug-10,45.9,43,44.42,-3.57,17 600,21,16,
Indiana,17-Aug-10,18-Aug-10,18-Aug-10,40.25,38.5,39.25,-5.17,25 600,28,20,
Indiana,18-Aug-10,19-Aug-10,19-Aug-10,49,47.75,48.29,9.04,28 000,33,21,
Indiana,19-Aug-10,20-Aug-10,20-Aug-10,55.75,53.25,54.35,6.06,18 400,22,19,
Indiana,20-Aug-10,23-Aug-10,23-Aug-10,52.25,51.5,52.01,-2.34,13 600,14,14,
Indiana,23-Aug-10,24-Aug-10,24-Aug-10,41.75,38,39.76,-12.25,31 200,35,18,
Indiana,24-Aug-10,25-Aug-10,25-Aug-10,34.5,34,34.28,-5.48,19 200,23,18,
Indiana,25-Aug-10,26-Aug-10,26-Aug-10,32.15,30.8,31.35,-2.93,19 200,22,17,
Indiana,26-Aug-10,27-Aug-10,27-Aug-10,32.15,31.5,31.94,0.59,17 600,21,18,
Indiana,27-Aug-10,30-Aug-10,30-Aug-10,54.25,52.5,53.67,21.73,24 000,30,18,
Indiana,30-Aug-10,31-Aug-10,31-Aug-10,56.2,52,54.49,0.82,53 600,65,28,
Indiana,31-Aug-10,1-Sep-10,1-Sep-10,49.25,46.5,47.82,-6.67,63 200,72,27,
Indiana,1-Sep-10,2-Sep-10,2-Sep-10,43.5,41.7,42.53,-5.29,40 800,49,32,
Indiana,2-Sep-10,3-Sep-10,3-Sep-10,34,32,32.77,-9.76,31 200,38,27,
Indiana,3-Sep-10,7-Sep-10,7-Sep-10,40.75,39,39.95,7.18,17 600,21,17,
Indiana,7-Sep-10,8-Sep-10,8-Sep-10,36.5,31.5,32.24,-7.71,16 000,18,17,
Indiana,8-Sep-10,9-Sep-10,9-Sep-10,31.25,29,29.88,-2.36,28 000,32,24,
Indiana,9-Sep-10,10-Sep-10,10-Sep-10,29,28,28.35,-1.53,16 800,20,16,
Indiana,10-Sep-10,13-Sep-10,13-Sep-10,33.5,32.5,33.25,4.9,16 000,20,14,
Indiana,13-Sep-10,14-Sep-10,14-Sep-10,35.75,34.5,35.11,1.86,13 600,17,16,
Indiana,14-Sep-10,15-Sep-10,15-Sep-10,34.6,33.5,34.09,-1.02,21 600,26,22,
Indiana,15-Sep-10,16-Sep-10,16-Sep-10,35,33.5,34.01,-0.08,40 800,49,23,
Indiana,16-Sep-10,17-Sep-10,17-Sep-10,36,33.9,34.81,0.8,48 000,59,25,
Indiana,17-Sep-10,20-Sep-10,20-Sep-10,39.25,38,38.7,3.89,53 600,61,28,
Indiana,20-Sep-10,21-Sep-10,21-Sep-10,46,43,44.59,5.89,43 200,51,29,
Indiana,21-Sep-10,22-Sep-10,22-Sep-10,46.5,44.75,45.76,1.17,38 400,44,26,
Indiana,22-Sep-10,23-Sep-10,23-Sep-10,48,46,46.74,0.98,32 800,32,26,
Indiana,23-Sep-10,24-Sep-10,24-Sep-10,42.75,40,41.09,-5.65,42 400,51,28,
Indiana,24-Sep-10,27-Sep-10,27-Sep-10,34,32.5,33.34,-7.75,13 600,16,17,
Indiana,27-Sep-10,28-Sep-10,28-Sep-10,34,33,33.46,0.12,26 400,30,23,
Indiana,28-Sep-10,29-Sep-10,29-Sep-10,33,32,32.51,-0.95,24 000,29,20,
Indiana,29-Sep-10,30-Sep-10,30-Sep-10,32.5,31.75,32.05,-0.46,20 000,25,19,
Indiana,30-Sep-10,1-Oct-10,1-Oct-10,30.2,29.75,29.96,-2.09,56 800,67,23,
Indiana,1-Oct-10,4-Oct-10,4-Oct-10,33.75,32.5,33.07,3.11,31 200,38,15,
Indiana,4-Oct-10,5-Oct-10,5-Oct-10,31,30.5,30.77,-2.3,9 600,12,13,
Indiana,5-Oct-10,6-Oct-10,6-Oct-10,32.25,31.75,31.99,1.22,20 800,26,14,
Indiana,6-Oct-10,7-Oct-10,7-Oct-10,32.5,31,31.97,-0.02,22 400,28,19,
Indiana,7-Oct-10,8-Oct-10,8-Oct-10,31.5,31,31.27,-0.7,8 800,11,11,
Indiana,8-Oct-10,11-Oct-10,11-Oct-10,35.25,33,34.31,3.04,22 400,24,16,
Indiana,11-Oct-10,12-Oct-10,12-Oct-10,33,32.5,32.57,-1.74,5 600,7,6,
Indiana,12-Oct-10,13-Oct-10,13-Oct-10,31.5,31.5,31.5,-1.07,3 200,4,5,
Indiana,13-Oct-10,14-Oct-10,14-Oct-10,32.75,32.5,32.53,1.03,7 200,9,6,
Indiana,14-Oct-10,15-Oct-10,15-Oct-10,31.25,30.5,30.83,-1.7,32 800,36,12,
Indiana,15-Oct-10,18-Oct-10,18-Oct-10,32.25,32.25,32.25,1.42,1 600,2,3,
Indiana,18-Oct-10,19-Oct-10,19-Oct-10,33,32,32.68,0.43,4 800,6,8,
Indiana,19-Oct-10,20-Oct-10,20-Oct-10,32.8,32.8,32.8,0.12,800,1,2,
Indiana,20-Oct-10,21-Oct-10,21-Oct-10,32.8,31.8,32.19,-0.61,22 400,27,12,
Indiana,21-Oct-10,22-Oct-10,22-Oct-10,32,31.5,31.73,-0.46,14 400,18,15,
Indiana,22-Oct-10,25-Oct-10,25-Oct-10,33,33,33,1.27,800,1,2,
Indiana,25-Oct-10,26-Oct-10,26-Oct-10,33.3,31.8,32.34,-0.66,16 800,21,12,
Indiana,26-Oct-10,27-Oct-10,27-Oct-10,32,30.5,31.38,-0.96,17 600,22,12,
Indiana,27-Oct-10,28-Oct-10,28-Oct-10,32.5,31.5,32.17,0.79,8 000,10,9,
Indiana,28-Oct-10,29-Oct-10,29-Oct-10,34.75,34.1,34.53,2.36,25 600,30,13,
Indiana,29-Oct-10,1-Nov-10,1-Nov-10,33.5,33,33.13,-1.4,3 200,4,5,
Indiana,1-Nov-10,2-Nov-10,2-Nov-10,35.85,35.25,35.51,2.38,17 600,21,15,
Indiana,2-Nov-10,3-Nov-10,3-Nov-10,33.25,32.5,32.88,-2.63,33 600,37,15,
Indiana,3-Nov-10,4-Nov-10,4-Nov-10,34.65,34,34.14,1.26,21 600,27,16,
Indiana,4-Nov-10,5-Nov-10,5-Nov-10,35.75,35,35.34,1.2,12 000,15,11,
Indiana,5-Nov-10,8-Nov-10,8-Nov-10,34,33,33.62,-1.72,23 200,29,18,
Indiana,8-Nov-10,9-Nov-10,9-Nov-10,33.75,32.75,33.39,-0.23,12 000,15,13,
Indiana,9-Nov-10,10-Nov-10,10-Nov-10,32.1,31.5,31.97,-1.42,9 600,12,12,
Indiana,10-Nov-10,11-Nov-10,11-Nov-10,32.75,31.25,32.21,0.24,16 800,20,13,
Indiana,11-Nov-10,12-Nov-10,12-Nov-10,32.75,32,32.27,0.06,20 000,22,19,
Indiana,12-Nov-10,15-Nov-10,15-Nov-10,34.5,33.5,34.1,1.83,4 000,5,6,
Indiana,15-Nov-10,16-Nov-10,16-Nov-10,33.9,32,32.55,-1.55,14 400,18,19,
Indiana,16-Nov-10,17-Nov-10,17-Nov-10,34.75,34,34.33,1.78,4 800,6,10,
Indiana,17-Nov-10,18-Nov-10,18-Nov-10,34.75,34.5,34.63,0.3,1 600,2,4,
Indiana,18-Nov-10,19-Nov-10,19-Nov-10,34,33.85,33.93,-0.7,1 600,2,3,
Indiana,19-Nov-10,22-Nov-10,22-Nov-10,32.75,32.1,32.37,-1.56,6 400,7,8,
Indiana,22-Nov-10,23-Nov-10,23-Nov-10,37,34,35.59,3.22,27 200,34,21,
Indiana,23-Nov-10,24-Nov-10,24-Nov-10,35.15,34,34.89,-0.7,16 800,21,17,
Indiana,24-Nov-10,26-Nov-10,26-Nov-10,31.75,30.5,30.83,-4.06,16 800,13,14,
Indiana,26-Nov-10,29-Nov-10,29-Nov-10,33.5,33.5,33.5,2.67,800,1,2,
Indiana,29-Nov-10,30-Nov-10,30-Nov-10,35,33.5,34.07,0.57,21 600,27,18,
Indiana,30-Nov-10,1-Dec-10,1-Dec-10,37.85,36.75,37.29,3.22,19 200,24,22,
Indiana,1-Dec-10,2-Dec-10,2-Dec-10,41,38.75,40.01,2.72,24 000,30,22,
Indiana,2-Dec-10,3-Dec-10,3-Dec-10,38,37,37.75,-2.26,12 000,15,12,
Indiana,3-Dec-10,6-Dec-10,6-Dec-10,45,44,44.66,6.91,29 600,37,23,
Indiana,6-Dec-10,7-Dec-10,7-Dec-10,47,44,45.84,1.18,20 800,26,19,
Indiana,7-Dec-10,8-Dec-10,8-Dec-10,47,44.5,46,0.16,34 400,41,24,
Indiana,8-Dec-10,9-Dec-10,9-Dec-10,46.3,45.25,45.74,-0.26,29 600,32,22,
Indiana,9-Dec-10,10-Dec-10,10-Dec-10,37.25,36,36.35,-9.39,8 000,10,10,
Indiana,10-Dec-10,13-Dec-10,13-Dec-10,55,50,53.68,17.33,17 600,22,18,
Indiana,13-Dec-10,14-Dec-10,14-Dec-10,62.5,55,61.38,7.7,17 600,22,15,
Indiana,14-Dec-10,15-Dec-10,15-Dec-10,61,56.5,58.39,-2.99,14 400,18,15,
Indiana,15-Dec-10,16-Dec-10,16-Dec-10,50,46.5,48.33,-10.06,20 800,26,18,
Indiana,16-Dec-10,17-Dec-10,17-Dec-10,48.5,43,46.01,-2.32,20 800,26,17,
Indiana,17-Dec-10,20-Dec-10,20-Dec-10,48,45.25,46.66,0.65,15 200,19,16,
Indiana,20-Dec-10,21-Dec-10,21-Dec-10,38,36,37.34,-9.32,6 400,8,8,
Indiana,21-Dec-10,22-Dec-10,22-Dec-10,38.5,36,36.8,-0.54,12 800,15,16,
Indiana,22-Dec-10,23-Dec-10,23-Dec-10,38.5,37,37.48,0.68,24 800,31,19,
Indiana,23-Dec-10,24-Dec-10,24-Dec-10,30.5,30.5,30.5,-6.98,800,1,2,
Indiana,27-Dec-10,28-Dec-10,28-Dec-10,39,39,39,8.5,10 400,13,9,
Indiana,28-Dec-10,29-Dec-10,29-Dec-10,38,37,37.55,-1.45,8 000,10,9,
Indiana,29-Dec-10,30-Dec-10,30-Dec-10,31.75,30.75,31.08,-6.47,16 800,20,10,
Indiana,31-Dec-10,3-Jan-11,3-Jan-11,39.5,39.5,39.5,8.42,800,1,2,
Indiana,3-Jan-11,4-Jan-11,4-Jan-11,42.25,40.5,41.5,2,36 000,41,21,
Indiana,4-Jan-11,5-Jan-11,5-Jan-11,45.75,42.5,44.07,2.57,14 400,18,13,
Indiana,5-Jan-11,6-Jan-11,6-Jan-11,48,47,47.47,3.4,18 400,21,13,
Indiana,6-Jan-11,7-Jan-11,7-Jan-11,52,49,50.48,3.01,24 800,31,23,
Indiana,7-Jan-11,10-Jan-11,10-Jan-11,47.5,46,46.94,-3.54,10 400,13,14,
Indiana,10-Jan-11,11-Jan-11,11-Jan-11,46,44,44.89,-2.05,13 600,17,15,
Indiana,11-Jan-11,12-Jan-11,12-Jan-11,52.5,50,51,6.11,30 400,35,22,
Indiana,12-Jan-11,13-Jan-11,13-Jan-11,53,51,51.99,0.99,13 600,16,17,
Indiana,13-Jan-11,14-Jan-11,14-Jan-11,51,45.5,47.38,-4.61,15 200,19,15,
Indiana,14-Jan-11,17-Jan-11,17-Jan-11,41.5,40,40.83,-6.55,7 200,9,11,
Indiana,17-Jan-11,18-Jan-11,18-Jan-11,40,38,39.29,-1.54,12 800,16,13,
Indiana,18-Jan-11,19-Jan-11,19-Jan-11,42.25,40.25,40.85,1.56,9 600,12,13,
Indiana,19-Jan-11,20-Jan-11,20-Jan-11,44.25,42.75,43.25,2.4,10 400,13,14,
Indiana,20-Jan-11,21-Jan-11,21-Jan-11,53.25,49.5,52.5,9.25,43 200,53,26,
Indiana,21-Jan-11,24-Jan-11,24-Jan-11,45.75,44.5,45.06,-7.44,24 000,29,22,
Indiana,24-Jan-11,25-Jan-11,25-Jan-11,42,41,41.28,-3.78,22 400,28,19,
Indiana,25-Jan-11,26-Jan-11,26-Jan-11,42.25,40,41.29,0.01,37 600,45,21,
Indiana,26-Jan-11,27-Jan-11,27-Jan-11,38.5,37,37.89,-3.4,13 600,16,13,
Indiana,27-Jan-11,28-Jan-11,28-Jan-11,38.5,36.75,37.31,-0.58,10 400,13,11,
Indiana,28-Jan-11,31-Jan-11,31-Jan-11,43.3,41,42.61,5.3,9 600,11,11,
Indiana,31-Jan-11,1-Feb-11,1-Feb-11,40.2,38.75,39.56,-3.05,19 200,23,13,
Indiana,1-Feb-11,2-Feb-11,2-Feb-11,40.75,39,40.08,0.52,46 400,55,22,
Indiana,2-Feb-11,3-Feb-11,3-Feb-11,43.25,40,42.07,1.99,19 200,24,17,
Indiana,3-Feb-11,4-Feb-11,4-Feb-11,39.5,38,38.79,-3.28,32 000,40,23,
Indiana,4-Feb-11,7-Feb-11,7-Feb-11,38.75,38,38.45,-0.34,12 000,15,11,
Indiana,7-Feb-11,8-Feb-11,8-Feb-11,45,44.5,44.97,6.52,12 800,16,11,
Indiana,8-Feb-11,9-Feb-11,9-Feb-11,46,45,45.46,0.49,20 000,22,15,
Indiana,9-Feb-11,10-Feb-11,10-Feb-11,46.5,45,46.05,0.59,13 600,17,19,
Indiana,10-Feb-11,11-Feb-11,11-Feb-11,37,35.5,36.5,-9.55,15 200,19,16,
Indiana,11-Feb-11,14-Feb-11,14-Feb-11,33,32.5,32.75,-3.75,4 800,5,8,
Indiana,14-Feb-11,15-Feb-11,15-Feb-11,33.75,31.5,32.77,0.02,24 000,30,21,
Indiana,15-Feb-11,16-Feb-11,16-Feb-11,30.65,29.5,30.13,-2.64,12 000,15,12,
Indiana,16-Feb-11,17-Feb-11,17-Feb-11,29.25,28.5,28.89,-1.24,12 000,15,13,
Indiana,17-Feb-11,18-Feb-11,18-Feb-11,27.25,26.5,26.84,-2.05,8 800,11,11,
Indiana,18-Feb-11,21-Feb-11,21-Feb-11,32.25,31.5,31.85,5.01,12 800,14,11,
Indiana,21-Feb-11,22-Feb-11,22-Feb-11,39,37,37.86,6.01,7 200,9,9,
Indiana,22-Feb-11,23-Feb-11,23-Feb-11,37,35.75,36.43,-1.43,18 400,22,14,
Indiana,23-Feb-11,24-Feb-11,24-Feb-11,36.25,34.5,35.76,-0.67,16 800,21,12,
Indiana,24-Feb-11,25-Feb-11,25-Feb-11,36,34,34.86,-0.9,11 200,14,14,
Indiana,25-Feb-11,28-Feb-11,28-Feb-11,35,34,34.28,-0.58,22 400,28,17,
Indiana,28-Feb-11,1-Mar-11,1-Mar-11,38.25,36,36.8,2.52,32 800,39,22,
Indiana,1-Mar-11,2-Mar-11,2-Mar-11,37.5,35.75,36.37,-0.43,18 400,23,17,
Indiana,2-Mar-11,3-Mar-11,3-Mar-11,39.5,37.5,38,1.63,20 800,21,16,
Indiana,3-Mar-11,4-Mar-11,4-Mar-11,34.5,34,34.34,-3.66,19 200,22,17,
Indiana,4-Mar-11,7-Mar-11,7-Mar-11,39,38,38.49,4.15,20 800,26,13,
Indiana,7-Mar-11,8-Mar-11,8-Mar-11,37.75,36.5,37.32,-1.17,15 200,15,10,
Indiana,8-Mar-11,9-Mar-11,9-Mar-11,37.75,36,36.91,-0.41,42 400,52,30,
Indiana,9-Mar-11,10-Mar-11,10-Mar-11,37.5,36.5,36.96,0.05,18 400,23,17,
Indiana,10-Mar-11,11-Mar-11,11-Mar-11,35.95,35.35,35.69,-1.27,12 800,16,10,
Indiana,11-Mar-11,14-Mar-11,14-Mar-11,39.75,38,39.28,3.59,19 200,23,18,
Indiana,14-Mar-11,15-Mar-11,15-Mar-11,38.25,38,38.02,-1.26,9 600,12,8,
Indiana,15-Mar-11,16-Mar-11,16-Mar-11,34.5,34,34.18,-3.84,13 600,17,11,
Indiana,16-Mar-11,17-Mar-11,17-Mar-11,33.9,32.5,33.16,-1.02,22 400,27,18,
Indiana,17-Mar-11,18-Mar-11,18-Mar-11,31.5,31,31.2,-1.96,8 800,11,11,
Indiana,18-Mar-11,21-Mar-11,21-Mar-11,33.75,33.4,33.6,2.4,7 200,9,9,
Indiana,21-Mar-11,22-Mar-11,22-Mar-11,37.25,36.75,36.93,3.33,8 000,9,10,
Indiana,22-Mar-11,23-Mar-11,23-Mar-11,35,34.75,34.89,-2.04,16 800,21,14,
Indiana,23-Mar-11,24-Mar-11,24-Mar-11,42.5,40.5,41.82,6.93,32 000,39,18,
Indiana,24-Mar-11,25-Mar-11,25-Mar-11,43,40,41.9,0.08,17 600,21,15,
Indiana,25-Mar-11,28-Mar-11,28-Mar-11,46,43.75,44.92,3.02,18 400,23,11,
Indiana,28-Mar-11,29-Mar-11,29-Mar-11,43,42.5,42.72,-2.2,18 400,23,13,
Indiana,29-Mar-11,30-Mar-11,30-Mar-11,40,39.5,39.57,-3.15,12 000,15,10,
Indiana,30-Mar-11,31-Mar-11,31-Mar-11,38.25,37,37.72,-1.85,26 400,33,20,
Indiana,31-Mar-11,1-Apr-11,1-Apr-11,36.5,36,36.25,-1.47,24 000,25,14,
Indiana,1-Apr-11,4-Apr-11,4-Apr-11,37.4,36.25,36.71,0.46,17 600,21,12,
