Price Hub,Trade Date,Delivery Start Date,Delivery End Date, High Price $/MWh , Low Price $/MWh , Wtd Avg Price $/MWh , Change , Daily Volume MWh ,Number of Trades,Number of Counterparties,
Indiana,29-Jan-07,30-Jan-07,30-Jan-07,66.5,64,65.79,2.78,9 600,12,11,
Indiana,30-Jan-07,31-Jan-07,31-Jan-07,69.5,65,65.5,-0.29,25 600,27,14,
Indiana,31-Jan-07,1-Feb-07,1-Feb-07,62.5,59,60.22,-5.28,21 600,24,17,
Indiana,1-Feb-07,2-Feb-07,2-Feb-07,62.5,59,61,0.78,37 600,35,17,
Indiana,2-Feb-07,5-Feb-07,5-Feb-07,98,88,90.43,29.43,75 200,87,29,
Indiana,5-Feb-07,6-Feb-07,6-Feb-07,98,88,92.43,2,64 000,77,30,
Indiana,6-Feb-07,7-Feb-07,7-Feb-07,85,80.5,82.29,-10.14,60 000,63,24,
Indiana,7-Feb-07,8-Feb-07,8-Feb-07,75.25,73.5,74.3,-7.99,66 400,81,27,
Indiana,8-Feb-07,9-Feb-07,9-Feb-07,75.5,73,74.2,-0.1,29 600,34,18,
Indiana,9-Feb-07,12-Feb-07,12-Feb-07,72,66.75,67.78,-6.42,23 200,22,13,
Indiana,12-Feb-07,13-Feb-07,13-Feb-07,65,63,64.13,-3.65,42 400,35,20,
Indiana,13-Feb-07,14-Feb-07,14-Feb-07,78.5,73,75.31,11.18,52 800,66,20,
Indiana,14-Feb-07,15-Feb-07,15-Feb-07,91.5,85.75,90.09,14.78,43 200,53,21,
Indiana,15-Feb-07,16-Feb-07,16-Feb-07,87,83.25,85.9,-4.19,48 000,53,25,
Indiana,16-Feb-07,19-Feb-07,19-Feb-07,61,59.75,60.18,-25.72,30 400,35,20,
Indiana,19-Feb-07,20-Feb-07,20-Feb-07,51,50,50.38,-9.8,24 000,23,14,
Indiana,20-Feb-07,21-Feb-07,21-Feb-07,42.75,41.5,42.36,-8.02,16 800,21,13,
Indiana,21-Feb-07,22-Feb-07,22-Feb-07,43,41.5,42.15,-0.21,37 600,47,22,
Indiana,22-Feb-07,23-Feb-07,23-Feb-07,48.5,47,47.68,5.53,36 800,40,20,
Indiana,23-Feb-07,26-Feb-07,26-Feb-07,57,54,56.05,8.37,11 200,12,11,
Indiana,26-Feb-07,27-Feb-07,27-Feb-07,63,61,62.23,6.18,16 000,19,14,
Indiana,27-Feb-07,28-Feb-07,28-Feb-07,52.25,51,51.79,-10.44,14 400,18,16,
Indiana,28-Feb-07,1-Mar-07,1-Mar-07,53.25,48,49.19,-2.6,25 600,27,21,
Indiana,1-Mar-07,2-Mar-07,2-Mar-07,61.5,56,57.28,8.09,44 800,56,29,
Indiana,2-Mar-07,5-Mar-07,5-Mar-07,62,61,61.35,4.07,4 000,5,8,
Indiana,5-Mar-07,6-Mar-07,6-Mar-07,86.5,79,83.33,21.98,24 000,30,22,
Indiana,6-Mar-07,7-Mar-07,7-Mar-07,77.55,72,75.38,-7.95,57 600,69,30,
Indiana,7-Mar-07,8-Mar-07,8-Mar-07,61,59,60.08,-15.3,42 400,51,25,
Indiana,8-Mar-07,9-Mar-07,9-Mar-07,54.25,52.25,53.36,-6.72,30 400,37,20,
Indiana,9-Mar-07,12-Mar-07,12-Mar-07,49.75,47,47.73,-5.63,20 800,26,18,
Indiana,12-Mar-07,13-Mar-07,13-Mar-07,51,47,48.73,1,16 800,21,16,
Indiana,13-Mar-07,14-Mar-07,14-Mar-07,42.5,41,41.65,-7.08,18 400,20,15,
Indiana,14-Mar-07,15-Mar-07,15-Mar-07,46.75,43,45.22,3.57,19 200,24,18,
Indiana,15-Mar-07,16-Mar-07,16-Mar-07,61,57,59.74,14.52,48 800,56,28,
Indiana,16-Mar-07,19-Mar-07,19-Mar-07,63,59,60.4,0.66,29 600,32,17,
Indiana,19-Mar-07,20-Mar-07,20-Mar-07,59,54,56.92,-3.48,20 000,24,16,
Indiana,20-Mar-07,21-Mar-07,21-Mar-07,51.25,49.5,50.25,-6.67,20 800,26,18,
Indiana,21-Mar-07,22-Mar-07,22-Mar-07,46.5,45,45.53,-4.72,30 400,36,18,
Indiana,22-Mar-07,23-Mar-07,23-Mar-07,47,44.5,45.38,-0.15,21 600,27,19,
Indiana,23-Mar-07,26-Mar-07,26-Mar-07,49,46.5,47.23,1.85,9 600,12,12,
Indiana,26-Mar-07,27-Mar-07,27-Mar-07,56,52,54.73,7.5,23 200,29,20,
Indiana,27-Mar-07,28-Mar-07,28-Mar-07,50.5,49,49.65,-5.08,16 000,20,14,
Indiana,28-Mar-07,29-Mar-07,29-Mar-07,47.5,47,47.41,-2.24,23 200,26,17,
Indiana,29-Mar-07,30-Mar-07,30-Mar-07,46,44.5,45.39,-2.02,16 000,20,15,
Indiana,30-Mar-07,2-Apr-07,2-Apr-07,57,55.5,56.71,11.32,29 600,28,16,
Indiana,2-Apr-07,3-Apr-07,3-Apr-07,56.75,53.5,55.68,-1.03,27 200,34,19,
Indiana,3-Apr-07,4-Apr-07,4-Apr-07,65,62.75,64.14,8.46,24 000,30,23,
Indiana,4-Apr-07,5-Apr-07,5-Apr-07,72.75,71,71.76,7.62,25 600,32,20,
Indiana,5-Apr-07,6-Apr-07,6-Apr-07,60,58,59.41,-12.35,25 600,32,21,
Indiana,6-Apr-07,9-Apr-07,9-Apr-07,63,62.25,62.82,3.41,12 000,14,9,
Indiana,9-Apr-07,10-Apr-07,10-Apr-07,65.5,63.25,64.73,1.91,22 400,27,18,
Indiana,10-Apr-07,11-Apr-07,11-Apr-07,58.75,57.5,58.26,-6.47,15 200,19,18,
Indiana,11-Apr-07,12-Apr-07,12-Apr-07,63,59,61.34,3.08,22 400,28,18,
Indiana,12-Apr-07,13-Apr-07,13-Apr-07,63.25,60,61.94,0.6,23 200,29,20,
Indiana,13-Apr-07,16-Apr-07,16-Apr-07,72.5,70.5,71.8,9.86,11 200,14,16,
Indiana,16-Apr-07,17-Apr-07,17-Apr-07,64,60,61.75,-10.05,16 800,20,19,
Indiana,17-Apr-07,18-Apr-07,18-Apr-07,60.5,58.75,59.78,-1.97,23 200,29,20,
Indiana,18-Apr-07,19-Apr-07,19-Apr-07,59.25,57.25,58.24,-1.54,19 200,24,17,
Indiana,19-Apr-07,20-Apr-07,20-Apr-07,54.25,52.75,53.75,-4.49,8 000,10,13,
Indiana,20-Apr-07,23-Apr-07,23-Apr-07,54.75,53.5,54.06,0.31,10 400,13,15,
Indiana,23-Apr-07,24-Apr-07,24-Apr-07,63.75,58,61.71,7.65,19 200,23,18,
Indiana,24-Apr-07,25-Apr-07,25-Apr-07,60.5,57,58.81,-2.9,21 600,27,20,
Indiana,25-Apr-07,26-Apr-07,26-Apr-07,60.5,59,59.9,1.09,25 600,32,20,
Indiana,26-Apr-07,27-Apr-07,27-Apr-07,58.5,56,57.31,-2.59,26 400,33,22,
Indiana,27-Apr-07,30-Apr-07,30-Apr-07,76,73.25,74.35,17.04,27 200,32,22,
Indiana,30-Apr-07,1-May-07,1-May-07,70,68.75,69.41,-4.94,29 600,37,21,
Indiana,1-May-07,2-May-07,2-May-07,60.75,59,60.08,-9.33,31 200,39,26,
Indiana,2-May-07,3-May-07,3-May-07,63,60,61.21,1.13,30 400,31,19,
Indiana,3-May-07,4-May-07,4-May-07,53.5,52.25,52.78,-8.43,32 000,38,21,
Indiana,4-May-07,7-May-07,7-May-07,65,63.25,64.06,11.28,32 000,39,23,
Indiana,7-May-07,8-May-07,8-May-07,62.25,60,61.29,-2.77,32 800,41,24,
Indiana,8-May-07,9-May-07,9-May-07,74,69.75,71.12,9.83,30 400,38,21,
Indiana,9-May-07,10-May-07,10-May-07,85,76,77.95,6.83,30 400,38,22,
Indiana,10-May-07,11-May-07,11-May-07,75.5,72.5,74.29,-3.66,27 200,30,25,
Indiana,11-May-07,14-May-07,14-May-07,73,69,71.6,-2.69,36 800,46,17,
Indiana,14-May-07,15-May-07,15-May-07,69,65,67.78,-3.82,32 800,41,23,
Indiana,15-May-07,16-May-07,16-May-07,59,57,57.84,-9.94,20 800,25,18,
Indiana,16-May-07,17-May-07,17-May-07,49.5,47.25,48.22,-9.62,32 000,36,22,
Indiana,17-May-07,18-May-07,18-May-07,48,43.5,45.19,-3.03,24 800,28,22,
Indiana,18-May-07,21-May-07,21-May-07,60.5,59.25,60.06,14.87,16 800,20,18,
Indiana,21-May-07,22-May-07,22-May-07,70,64.25,68.01,7.95,33 600,42,23,
Indiana,22-May-07,23-May-07,23-May-07,77.25,75,76.13,8.12,27 200,33,22,
Indiana,23-May-07,24-May-07,24-May-07,70,69,69.48,-6.65,28 000,33,21,
Indiana,24-May-07,25-May-07,25-May-07,67.5,65,66.87,-2.61,46 400,56,24,
Indiana,25-May-07,29-May-07,29-May-07,66,64,65.77,-1.1,16 800,21,14,
Indiana,29-May-07,30-May-07,30-May-07,81.25,75,79.61,13.84,19 200,23,21,
Indiana,30-May-07,31-May-07,31-May-07,103,89,100.3,20.69,33 600,42,28,
Indiana,31-May-07,1-Jun-07,1-Jun-07,93.25,90.5,92.18,-8.12,21 600,27,22,
Indiana,1-Jun-07,4-Jun-07,4-Jun-07,66,65,65.49,-26.69,16 000,20,13,
Indiana,4-Jun-07,5-Jun-07,5-Jun-07,55,50.5,52.57,-12.92,40 000,48,23,
Indiana,5-Jun-07,6-Jun-07,6-Jun-07,56,51,54.44,1.87,39 200,42,23,
Indiana,6-Jun-07,7-Jun-07,7-Jun-07,89.25,84.5,86.8,32.36,47 200,53,38,
Indiana,7-Jun-07,8-Jun-07,8-Jun-07,75,65,70.47,-16.33,56 800,70,30,
Indiana,8-Jun-07,11-Jun-07,11-Jun-07,76.75,71.5,73.68,3.21,24 000,30,22,
Indiana,11-Jun-07,12-Jun-07,12-Jun-07,68.5,65,66.36,-7.32,30 400,34,26,
Indiana,12-Jun-07,13-Jun-07,13-Jun-07,75,67.5,69.84,3.48,55 200,68,27,
Indiana,13-Jun-07,14-Jun-07,14-Jun-07,73.75,71,72.02,2.18,24 000,30,20,
Indiana,14-Jun-07,15-Jun-07,15-Jun-07,72.5,71,71.77,-0.25,32 800,39,20,
Indiana,15-Jun-07,18-Jun-07,18-Jun-07,112,107,110.8,39.03,33 600,39,25,
Indiana,18-Jun-07,19-Jun-07,19-Jun-07,85,79,82.67,-28.13,28 000,35,23,
Indiana,19-Jun-07,20-Jun-07,20-Jun-07,63.5,60.25,61.71,-20.96,26 400,32,21,
Indiana,20-Jun-07,21-Jun-07,21-Jun-07,61.5,59,60.12,-1.59,23 200,29,17,
Indiana,21-Jun-07,22-Jun-07,22-Jun-07,58,55,55.5,-4.62,26 400,29,22,
Indiana,22-Jun-07,25-Jun-07,25-Jun-07,92.25,86,90.96,35.46,22 400,28,24,
Indiana,25-Jun-07,26-Jun-07,26-Jun-07,83,73.5,78.51,-12.45,32 800,39,27,
Indiana,26-Jun-07,27-Jun-07,27-Jun-07,93,90,90.93,12.42,46 400,58,29,
Indiana,27-Jun-07,28-Jun-07,28-Jun-07,60,58.5,59.26,-31.67,32 000,36,21,
Indiana,28-Jun-07,29-Jun-07,29-Jun-07,46.25,43.75,45.17,-14.09,18 400,22,15,
Indiana,29-Jun-07,2-Jul-07,2-Jul-07,49,46.5,47.25,2.08,40 800,50,24,
Indiana,2-Jul-07,3-Jul-07,3-Jul-07,44.5,42.75,43.94,-3.31,24 000,30,20,
Indiana,3-Jul-07,5-Jul-07,5-Jul-07,52,50,51.02,7.08,18 400,23,17,
Indiana,5-Jul-07,6-Jul-07,6-Jul-07,58.5,55,57.07,6.05,24 000,30,23,
Indiana,6-Jul-07,9-Jul-07,9-Jul-07,93,87.5,90.57,33.5,43 200,54,33,
Indiana,9-Jul-07,10-Jul-07,10-Jul-07,90,82,84.57,-6,39 200,49,30,
Indiana,10-Jul-07,11-Jul-07,11-Jul-07,54.75,50.25,52.96,-31.61,16 800,21,16,
Indiana,11-Jul-07,12-Jul-07,12-Jul-07,53,50,51.74,-1.22,43 200,54,26,
Indiana,12-Jul-07,13-Jul-07,13-Jul-07,45,41.5,43.39,-8.35,21 600,27,15,
Indiana,13-Jul-07,16-Jul-07,16-Jul-07,75,72,73.88,30.49,16 000,19,18,
Indiana,16-Jul-07,17-Jul-07,17-Jul-07,64.5,63.25,63.98,-9.9,19 200,24,17,
Indiana,17-Jul-07,18-Jul-07,18-Jul-07,63.5,60,62.51,-1.47,37 600,45,26,
Indiana,18-Jul-07,19-Jul-07,19-Jul-07,60.5,54.75,55.7,-6.81,40 000,50,29,
Indiana,19-Jul-07,20-Jul-07,20-Jul-07,49,45.5,46.66,-9.04,24 800,30,22,
Indiana,20-Jul-07,23-Jul-07,23-Jul-07,56,54,54.7,8.04,34 400,41,27,
Indiana,23-Jul-07,24-Jul-07,24-Jul-07,55,51,52.84,-1.86,36 000,43,26,
Indiana,24-Jul-07,25-Jul-07,25-Jul-07,50.25,46.5,48.23,-4.61,29 600,34,23,
Indiana,25-Jul-07,26-Jul-07,26-Jul-07,53.75,51.75,52.77,4.54,40 000,47,26,
Indiana,26-Jul-07,27-Jul-07,27-Jul-07,51,49,49.91,-2.86,26 400,33,16,
Indiana,27-Jul-07,30-Jul-07,30-Jul-07,62.5,59,60.08,10.17,32 800,39,29,
Indiana,30-Jul-07,31-Jul-07,31-Jul-07,73.75,70,71.99,11.91,21 600,27,20,
Indiana,31-Jul-07,1-Aug-07,1-Aug-07,89,81.75,83.12,11.13,44 800,56,28,
Indiana,1-Aug-07,2-Aug-07,2-Aug-07,90,84,86.93,3.81,29 600,36,30,
Indiana,2-Aug-07,3-Aug-07,3-Aug-07,85,82.75,83.76,-3.17,20 000,25,19,
Indiana,3-Aug-07,6-Aug-07,6-Aug-07,88.5,85,86.84,3.08,24 000,29,19,
Indiana,6-Aug-07,7-Aug-07,7-Aug-07,104,97,99.13,12.29,36 000,44,21,
Indiana,7-Aug-07,8-Aug-07,8-Aug-07,119.5,105,114.91,15.78,30 400,36,22,
Indiana,8-Aug-07,9-Aug-07,9-Aug-07,122.45,117.75,120.85,5.94,48 800,61,24,
Indiana,9-Aug-07,10-Aug-07,10-Aug-07,85,80.75,82.67,-38.18,29 600,37,23,
Indiana,10-Aug-07,13-Aug-07,13-Aug-07,89,86,87.32,4.65,27 200,34,25,
Indiana,13-Aug-07,14-Aug-07,14-Aug-07,81,76,78.54,-8.78,39 200,44,26,
Indiana,14-Aug-07,15-Aug-07,15-Aug-07,76,72.5,74.49,-4.05,33 600,41,25,
Indiana,15-Aug-07,16-Aug-07,16-Aug-07,83.75,80,81.6,7.11,34 400,43,27,
Indiana,16-Aug-07,17-Aug-07,17-Aug-07,68.5,65,66.97,-14.63,15 200,19,19,
Indiana,17-Aug-07,20-Aug-07,20-Aug-07,68.5,65,66.67,-0.3,27 200,33,21,
Indiana,20-Aug-07,21-Aug-07,21-Aug-07,66.5,60,64.1,-2.57,17 600,21,17,
Indiana,21-Aug-07,22-Aug-07,22-Aug-07,73,69.5,71.32,7.22,38 400,46,31,
Indiana,22-Aug-07,23-Aug-07,23-Aug-07,85,82,83.85,12.53,21 600,27,19,
Indiana,23-Aug-07,24-Aug-07,24-Aug-07,90.5,86.25,89.15,5.3,22 400,28,20,
Indiana,24-Aug-07,27-Aug-07,27-Aug-07,66,65,65.5,-23.65,1 600,2,4,
Indiana,27-Aug-07,28-Aug-07,28-Aug-07,71.5,68,70.04,4.54,16 800,21,18,
Indiana,28-Aug-07,29-Aug-07,29-Aug-07,73.5,67.5,70.08,0.04,48 800,61,30,
Indiana,29-Aug-07,30-Aug-07,30-Aug-07,65,63,64.03,-6.05,33 600,41,24,
Indiana,30-Aug-07,31-Aug-07,31-Aug-07,48.25,45,46.12,-17.91,48 000,59,26,
Indiana,31-Aug-07,4-Sep-07,4-Sep-07,59,57.5,58.38,12.26,24 800,27,22,
Indiana,4-Sep-07,5-Sep-07,5-Sep-07,71,68,69.09,10.71,40 000,49,28,
Indiana,5-Sep-07,6-Sep-07,6-Sep-07,66,62,64.51,-4.58,67 200,79,29,
Indiana,6-Sep-07,7-Sep-07,7-Sep-07,65,61,63.64,-0.87,47 200,57,28,
Indiana,7-Sep-07,10-Sep-07,10-Sep-07,52.5,50.75,51.45,-12.19,8 800,11,11,
Indiana,10-Sep-07,11-Sep-07,11-Sep-07,47,45,46.25,-5.2,9 600,12,16,
Indiana,11-Sep-07,12-Sep-07,12-Sep-07,39.75,35,36.78,-9.47,49 600,61,27,
Indiana,12-Sep-07,13-Sep-07,13-Sep-07,38,35,36.26,-0.52,22 400,25,18,
Indiana,13-Sep-07,14-Sep-07,14-Sep-07,39.75,34,36.92,0.66,40 000,46,28,
Indiana,14-Sep-07,17-Sep-07,17-Sep-07,50,44.75,46.91,9.99,46 400,58,23,
Indiana,17-Sep-07,18-Sep-07,18-Sep-07,51.75,46,49.59,2.68,44 000,55,26,
Indiana,18-Sep-07,19-Sep-07,19-Sep-07,54,52,52.87,3.28,40 800,49,26,
Indiana,19-Sep-07,20-Sep-07,20-Sep-07,59,57.5,58.31,5.44,15 200,19,20,
Indiana,20-Sep-07,21-Sep-07,21-Sep-07,58.75,57,58.02,-0.29,26 400,27,20,
Indiana,21-Sep-07,24-Sep-07,24-Sep-07,64.25,58,61.14,3.12,40 000,45,23,
Indiana,24-Sep-07,25-Sep-07,25-Sep-07,69,66,67.48,6.34,56 000,67,27,
Indiana,25-Sep-07,26-Sep-07,26-Sep-07,54.75,52,52.95,-14.53,34 400,42,23,
Indiana,26-Sep-07,27-Sep-07,27-Sep-07,48,45,46.6,-6.35,21 600,27,16,
Indiana,27-Sep-07,28-Sep-07,28-Sep-07,53.5,49,51.45,4.85,47 200,54,18,
Indiana,28-Sep-07,1-Oct-07,1-Oct-07,51.25,48.25,49.77,-1.68,36 800,44,24,
Indiana,1-Oct-07,2-Oct-07,2-Oct-07,64.5,54.5,59.79,10.02,105 600,124,37,
Indiana,2-Oct-07,3-Oct-07,3-Oct-07,63,58.5,60.02,0.23,58 400,69,29,
Indiana,3-Oct-07,4-Oct-07,4-Oct-07,75,71,72.51,12.49,46 400,55,25,
Indiana,4-Oct-07,5-Oct-07,5-Oct-07,89,78.5,80.53,8.02,32 000,39,19,
Indiana,5-Oct-07,8-Oct-07,8-Oct-07,90,83,86.43,5.9,72 000,87,29,
Indiana,8-Oct-07,9-Oct-07,9-Oct-07,72,62,68.04,-18.39,69 600,78,26,
Indiana,9-Oct-07,10-Oct-07,10-Oct-07,49,47,47.99,-20.05,38 400,47,27,
Indiana,10-Oct-07,11-Oct-07,11-Oct-07,49,46,47.65,-0.34,48 000,60,28,
Indiana,11-Oct-07,12-Oct-07,12-Oct-07,44.25,41.25,42.84,-4.81,47 200,59,24,
Indiana,12-Oct-07,15-Oct-07,15-Oct-07,56,52.5,54.31,11.47,32 800,41,22,
Indiana,15-Oct-07,16-Oct-07,16-Oct-07,60.5,57,59.49,5.18,48 000,56,25,
Indiana,16-Oct-07,17-Oct-07,17-Oct-07,67,63,64.88,5.39,48 000,60,29,
Indiana,17-Oct-07,18-Oct-07,18-Oct-07,67,61,64.35,-0.53,62 400,76,29,
Indiana,18-Oct-07,19-Oct-07,19-Oct-07,60,57,58.4,-5.95,49 600,57,30,
Indiana,19-Oct-07,22-Oct-07,22-Oct-07,62.5,58,61.27,2.87,41 600,52,24,
Indiana,22-Oct-07,23-Oct-07,23-Oct-07,53,49,50.32,-10.95,37 600,46,25,
Indiana,23-Oct-07,24-Oct-07,24-Oct-07,57,52.75,54.96,4.64,44 800,55,28,
Indiana,24-Oct-07,25-Oct-07,25-Oct-07,52.25,50,51.31,-3.65,31 200,31,22,
Indiana,25-Oct-07,26-Oct-07,26-Oct-07,48.5,46.5,47.5,-3.81,32 800,40,20,
Indiana,26-Oct-07,29-Oct-07,29-Oct-07,58.25,52.25,55.88,8.38,62 400,73,28,
Indiana,29-Oct-07,30-Oct-07,30-Oct-07,56,51,53.35,-2.53,28 800,36,23,
Indiana,30-Oct-07,31-Oct-07,31-Oct-07,60,57,58.47,5.12,52 800,59,33,
Indiana,31-Oct-07,1-Nov-07,1-Nov-07,59.25,54,57.68,-0.79,29 600,34,25,
Indiana,1-Nov-07,2-Nov-07,2-Nov-07,59.75,57,58.19,0.51,53 600,65,26,
Indiana,2-Nov-07,5-Nov-07,5-Nov-07,58.5,56,57.96,-0.23,22 400,27,18,
Indiana,5-Nov-07,6-Nov-07,6-Nov-07,65.5,63.5,64.56,6.6,50 400,61,30,
Indiana,6-Nov-07,7-Nov-07,7-Nov-07,69,66.5,67.42,2.86,31 200,33,23,
Indiana,7-Nov-07,8-Nov-07,8-Nov-07,60,56.75,57.63,-9.79,39 200,47,29,
Indiana,8-Nov-07,9-Nov-07,9-Nov-07,58.5,56,57.48,-0.15,32 800,41,25,
Indiana,9-Nov-07,12-Nov-07,12-Nov-07,50,47.5,48.71,-8.77,18 400,23,15,
Indiana,12-Nov-07,13-Nov-07,13-Nov-07,47,46,46.67,-2.04,9 600,11,13,
Indiana,13-Nov-07,14-Nov-07,14-Nov-07,46,44,44.85,-1.82,10 400,13,14,
Indiana,14-Nov-07,15-Nov-07,15-Nov-07,65,57,59.75,14.9,60 800,70,30,
Indiana,15-Nov-07,16-Nov-07,16-Nov-07,71,65,68.55,8.8,56 800,64,26,
Indiana,16-Nov-07,19-Nov-07,19-Nov-07,56,54,55.09,-13.46,36 800,43,27,
Indiana,19-Nov-07,20-Nov-07,20-Nov-07,55,47.5,49.89,-5.2,26 400,33,20,
Indiana,20-Nov-07,21-Nov-07,21-Nov-07,41,39,39.39,-10.5,16 000,20,17,
Indiana,21-Nov-07,23-Nov-07,23-Nov-07,44,39.75,42.34,2.95,12 800,15,17,
Indiana,23-Nov-07,26-Nov-07,26-Nov-07,52.75,52.75,52.75,10.41,800,1,2,
Indiana,26-Nov-07,27-Nov-07,27-Nov-07,57.5,55,56.45,3.7,16 000,20,19,
Indiana,27-Nov-07,28-Nov-07,28-Nov-07,53.25,51.5,52.28,-4.17,28 000,34,21,
Indiana,28-Nov-07,29-Nov-07,29-Nov-07,61.5,57.5,60.16,7.88,25 600,31,19,
Indiana,29-Nov-07,30-Nov-07,30-Nov-07,62.5,59.25,61.56,1.4,25 600,32,22,
Indiana,30-Nov-07,3-Dec-07,3-Dec-07,69,67.5,68.47,6.91,19 200,24,20,
Indiana,3-Dec-07,4-Dec-07,4-Dec-07,78,73.25,76.03,7.56,38 400,48,29,
Indiana,4-Dec-07,5-Dec-07,5-Dec-07,85,78.5,81.85,5.82,60 800,73,29,
Indiana,5-Dec-07,6-Dec-07,6-Dec-07,79,72,76.78,-5.07,32 800,40,26,
Indiana,6-Dec-07,7-Dec-07,7-Dec-07,66,63.25,64.57,-12.21,38 400,48,27,
Indiana,7-Dec-07,10-Dec-07,10-Dec-07,57.5,55,56.84,-7.73,15 200,19,18,
Indiana,10-Dec-07,11-Dec-07,11-Dec-07,71,62,66.48,9.64,59 200,72,31,
Indiana,11-Dec-07,12-Dec-07,12-Dec-07,61,57,58.83,-7.65,56 800,67,29,
Indiana,12-Dec-07,13-Dec-07,13-Dec-07,66,62.5,64.93,6.1,42 400,52,25,
Indiana,13-Dec-07,14-Dec-07,14-Dec-07,65,60,62.9,-2.03,51 200,60,27,
Indiana,14-Dec-07,17-Dec-07,17-Dec-07,78,75,76.54,13.64,32 000,37,15,
Indiana,17-Dec-07,18-Dec-07,18-Dec-07,68,66,66.86,-9.68,46 400,58,29,
Indiana,18-Dec-07,19-Dec-07,19-Dec-07,62,58,60.52,-6.34,57 600,67,26,
Indiana,19-Dec-07,20-Dec-07,20-Dec-07,61,59,59.73,-0.79,29 600,35,18,
Indiana,20-Dec-07,21-Dec-07,21-Dec-07,51,48.75,49.44,-10.29,28 000,34,21,
Indiana,21-Dec-07,24-Dec-07,24-Dec-07,39,39,39,-10.44,800,1,2,
Indiana,27-Dec-07,28-Dec-07,28-Dec-07,37,36,36.29,-2.71,5 600,7,8,
Indiana,28-Dec-07,31-Dec-07,31-Dec-07,37,34,35.63,-0.66,11 200,14,13,
Indiana,31-Dec-07,2-Jan-08,2-Jan-08,74.5,70,73.23,37.6,9 600,11,9,
Indiana,2-Jan-08,3-Jan-08,3-Jan-08,82,75,79.66,6.43,30 400,38,26,
Indiana,3-Jan-08,4-Jan-08,4-Jan-08,62,58,60.11,-19.55,24 000,30,22,
Indiana,4-Jan-08,7-Jan-08,7-Jan-08,45.05,43.75,44.81,-15.3,24 000,28,17,
Indiana,7-Jan-08,8-Jan-08,8-Jan-08,38,36,36.89,-7.92,35 200,39,17,
Indiana,8-Jan-08,9-Jan-08,9-Jan-08,44,41.5,42.84,5.95,32 000,39,23,
Indiana,9-Jan-08,10-Jan-08,10-Jan-08,48,44,46.44,3.6,22 400,28,20,
Indiana,10-Jan-08,11-Jan-08,11-Jan-08,45,42,44,-2.44,20 800,26,19,
Indiana,11-Jan-08,14-Jan-08,14-Jan-08,72.5,68.5,70.01,26.01,35 200,44,23,
Indiana,14-Jan-08,15-Jan-08,15-Jan-08,78,74,76.32,6.31,58 400,65,27,
Indiana,15-Jan-08,16-Jan-08,16-Jan-08,66.5,63,64.89,-11.43,40 000,46,24,
Indiana,16-Jan-08,17-Jan-08,17-Jan-08,64.5,62.5,63.53,-1.36,42 400,51,20,
Indiana,17-Jan-08,18-Jan-08,18-Jan-08,67,63,65.11,1.58,14 400,18,16,
Indiana,18-Jan-08,21-Jan-08,21-Jan-08,86.25,83,84.85,19.74,38 400,47,20,
Indiana,21-Jan-08,22-Jan-08,22-Jan-08,84.5,82,83.51,-1.34,28 000,35,22,
Indiana,22-Jan-08,23-Jan-08,23-Jan-08,82,78,79.8,-3.71,20 800,25,18,
Indiana,23-Jan-08,24-Jan-08,24-Jan-08,96,87,92.63,12.83,57 600,68,25,
Indiana,24-Jan-08,25-Jan-08,25-Jan-08,74.75,70,72.57,-20.06,40 800,47,23,
Indiana,25-Jan-08,28-Jan-08,28-Jan-08,54.5,51,52.39,-20.18,47 200,56,22,
Indiana,28-Jan-08,29-Jan-08,29-Jan-08,58,55,56.23,3.84,44 000,55,20,
Indiana,29-Jan-08,30-Jan-08,30-Jan-08,70.75,64,69.28,13.05,43 200,50,24,
Indiana,30-Jan-08,31-Jan-08,31-Jan-08,72.5,69,70.57,1.29,29 600,35,23,
Indiana,31-Jan-08,1-Feb-08,1-Feb-08,60.75,58,59.41,-11.16,44 000,50,26,
Indiana,1-Feb-08,4-Feb-08,4-Feb-08,56,54.5,55.16,-4.25,20 000,24,18,
Indiana,4-Feb-08,5-Feb-08,5-Feb-08,48,44,45.66,-9.5,34 400,42,24,
Indiana,5-Feb-08,6-Feb-08,6-Feb-08,56,50,51.92,6.26,43 200,53,29,
Indiana,6-Feb-08,7-Feb-08,7-Feb-08,67.5,63,65.38,13.46,24 000,30,22,
Indiana,7-Feb-08,8-Feb-08,8-Feb-08,57.5,53.75,56.07,-9.31,24 800,31,19,
Indiana,8-Feb-08,11-Feb-08,11-Feb-08,78,74.5,75.84,19.77,43 200,54,30,
Indiana,11-Feb-08,12-Feb-08,12-Feb-08,80.5,78,79.34,3.5,44 800,55,26,
Indiana,12-Feb-08,13-Feb-08,13-Feb-08,82.5,76,78.92,-0.42,50 400,63,28,
Indiana,13-Feb-08,14-Feb-08,14-Feb-08,72.5,69,70.27,-8.65,36 000,44,23,
Indiana,14-Feb-08,15-Feb-08,15-Feb-08,72.5,67,69,-1.27,48 800,60,25,
Indiana,15-Feb-08,18-Feb-08,18-Feb-08,71.5,67.25,70.19,1.19,35 200,41,24,
Indiana,18-Feb-08,19-Feb-08,19-Feb-08,76,65,72.86,2.67,19 200,24,22,
Indiana,19-Feb-08,20-Feb-08,20-Feb-08,83.75,77.75,79.53,6.67,38 400,47,24,
